file,top_dir,bytes,sha256,parse_ok,schema_name,schema_version,has_graph,node_count,edge_count,evidence_count
backups/it_50/khawrizm_graph_chunk_it_0009.json,backups,260,8876481c9d349c25d294140e5a864da40513fe38ed9a71b622c87c9cf7a8427b,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0010.json,backups,260,6f3b77e7ceb2c0e3d3c1cd4e04f716dbd970f26d092096d2526253ddf0fd7e24,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0011.json,backups,260,dccb5dcdbe3d0605c160c7c15e8ded7b0d31c31bbca047e8effbaf05ad2a7351,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0012.json,backups,260,b6e31fcd94081f5826d62f630a43e6b9b1c99163872d6af452fe0aa5072e8a13,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0013.json,backups,260,f3a6f346a47626618810429eea63d86e0f6bd4b1b2b02c350b83075274f6dfb4,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0014.json,backups,260,e3e2e6e1f5bdd64bac7e1ec95e7e02794194a6261912be8ad3e575f003817955,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0015.json,backups,260,917ba5bf0df02c3966ea6835ac6d30ce687eab8a53cd5b44c75b14053de28871,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0016.json,backups,260,4b097b7ee11fd76a0658578c2f7e44d0dd7952d65b667bc67aa373eaec208fbc,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0017.json,backups,260,ef2bf2fe4bf5a88b4f0f501ce84f37ed9e749e38b87403a07230980916c7a748,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0018.json,backups,260,461b2833f1205be9d58abaa5ab6077e1f61943baa55cc6bd6bd72d2b391a3205,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0019.json,backups,260,c3ce53b6d77e9ca90473dca378e8898c35c056762ede072b6eaa923e705869c6,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0020.json,backups,260,d4058f12cc6edfcf7ecc9a4e808c43179fccddacfc04f3adaf7f83078baa38e7,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0021.json,backups,260,e172d37381e231b8a192778deff46bafb88f2ced9bd4c46dbe566b6a1f43fb80,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0022.json,backups,260,fc629815f22a9f59c6e25726b868221fe2392a1a84b6f712dd1924875645d33c,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0023.json,backups,260,76654c5dd65d19e95c786d6d030286bd28369cc41898d6aa4cba5c68768bad04,True,,1.0.0,True,0,0,0
backups/it_50/khawrizm_graph_chunk_it_0024.json,backups,260,7498851565215f79b7513825cec8de5c15523b7248efd11293b8189e2537178c,True,,1.0.0,True,0,0,0
